order_id,date,customer_age,gender,country,category,unit_price,quantity,discount,payment_method,order_status,customer_rating,revenue,year,month,month_name,weekday,quarter,age_group
Ord-11049,2022-12-16 16:00:00,43,Male,India,Sports,233.22,6,0.09,Credit Card,Completed,3,1273.38,2022,12,Dec,Friday,4,36-45
Ord-10803,2022-09-25 16:00:00,62,Female,France,Home & Garden,122.55,4,0.24,Bank Transfer,Pending,4,372.55,2022,9,Sep,Sunday,3,56-70
Ord-10167,2022-02-25 16:00:00,62,Female,India,Toys,21.08,14,0.36,Paypal,Cancelled,5,188.88,2022,2,Feb,Friday,1,56-70
Ord-10017,2022-01-06 16:00:00,43,Female,India,Electronics,60.82,10,0.15,Bank Transfer,Completed,2,516.97,2022,1,Jan,Thursday,1,36-45
Ord-10076,2022-01-26 08:00:00,61,Male,Uk,Food & Beverage,27.83,10,0.31,Credit Card,Completed,1,192.03,2022,1,Jan,Wednesday,1,56-70
Ord-10300,2022-04-11 00:00:00,49,Female,Germany,Home & Garden,12.42,4,0.28,Paypal,Completed,4,35.77,2022,4,Apr,Monday,2,46-55
Ord-10408,2022-05-17 00:00:00,40,Male,Usa,Books,5.09,12,0.05,Paypal,Completed,5,58.03,2022,5,May,Tuesday,2,36-45
Ord-10271,2022-04-01 08:00:00,69,Male,India,Sports,53.58,6,0.02,Credit Card,Refunded,4,315.05,2022,4,Apr,Friday,2,56-70
Ord-10774,2022-09-16 00:00:00,25,Male,Brazil,Clothing,12.51,7,0.1,Debit Card,Refunded,5,78.81,2022,9,Sep,Friday,3,18-25
Ord-10065,2022-01-22 16:00:00,53,Female,France,Sports,79.05,12,0.31,Paypal,Cancelled,5,654.53,2022,1,Jan,Saturday,1,46-55
Ord-10389,2022-05-10 16:00:00,43,Other,Usa,Beauty,63.93,3,0.13,Crypto,Pending,4,166.86,2022,5,May,Tuesday,2,36-45
Ord-10002,2022-01-01 16:00:00,46,Other,Canada,Clothing,73.11,6,0.39,Debit Card,Cancelled,5,267.58,2022,1,Jan,Saturday,1,46-55
Ord-11069,2022-12-23 08:00:00,45,Male,Australia,Books,57.05,10,0.34,Bank Transfer,Cancelled,3,376.53,2022,12,Dec,Friday,4,36-45
Ord-10319,2022-04-17 08:00:00,37,Female,France,Food & Beverage,14.27,3,0.18,Crypto,Completed,4,35.1,2022,4,Apr,Sunday,2,36-45
Ord-10107,2022-02-05 16:00:00,61,Female,Australia,Clothing,57.48,11,0.09,Bank Transfer,Completed,5,575.37,2022,2,Feb,Saturday,1,56-70
Ord-10847,2022-10-10 08:00:00,62,Male,Australia,Home & Garden,81.81,2,0.23,Credit Card,Completed,3,125.99,2022,10,Oct,Monday,4,56-70
Ord-10711,2022-08-26 00:00:00,44,Other,India,Toys,249.85750000000002,4,0.29,Bank Transfer,Refunded,4,1152.73,2022,8,Aug,Friday,3,36-45
Ord-11041,2022-12-14 00:00:00,51,Female,India,Beauty,134.61,8,0.11,Debit Card,Completed,4,958.42,2022,12,Dec,Wednesday,4,46-55
Ord-10742,2022-09-05 08:00:00,38,Female,France,Books,67.53,5,0.3,Debit Card,Refunded,4,236.35,2022,9,Sep,Monday,3,36-45
Ord-10606,2022-07-22 00:00:00,41,Female,Germany,Home & Garden,55.16,8,0.17,Credit Card,Completed,5,366.26,2022,7,Jul,Friday,3,36-45
Ord-10547,2022-07-02 08:00:00,33,Female,Canada,Toys,33.4,9,0.12,Crypto,Completed,2,264.53,2022,7,Jul,Saturday,3,26-35
Ord-10808,2022-09-27 08:00:00,49,Female,Uk,Electronics,157.4,4,0.08,Credit Card,Pending,5,579.23,2022,9,Sep,Tuesday,3,46-55
Ord-11185,2023-01-31 00:00:00,57,Other,Canada,Food & Beverage,114.61,5,0.19,Credit Card,Refunded,5,464.17,2023,1,Jan,Tuesday,1,56-70
Ord-10915,2022-11-02 00:00:00,60,Male,Brazil,Clothing,65.83,1,0.23,Debit Card,Cancelled,5,50.69,2022,11,Nov,Wednesday,4,56-70
Ord-10860,2022-10-14 16:00:00,51,Female,India,Toys,43.05,5,0.26,Debit Card,Cancelled,4,159.28,2022,10,Oct,Friday,4,46-55
Ord-10824,2022-10-02 16:00:00,38,Male,Uk,Clothing,28.75,6,0.28,Credit Card,Completed,3,124.2,2022,10,Oct,Sunday,4,36-45
Ord-10812,2022-09-28 16:00:00,38,Other,France,Toys,17.97,5,0.32,Debit Card,Completed,4,61.1,2022,9,Sep,Wednesday,3,36-45
Ord-10670,2022-08-12 08:00:00,60,Female,Brazil,Toys,6.4,7,0.09,Paypal,Cancelled,4,40.77,2022,8,Aug,Friday,3,56-70
Ord-10837,2022-10-07 00:00:00,27,Male,Brazil,Sports,78.95,10,0.31,Credit Card,Cancelled,5,544.76,2022,10,Oct,Friday,4,26-35
Ord-10294,2022-04-09 00:00:00,19,Male,Australia,Beauty,21.41,7,0.3,Credit Card,Completed,3,104.91,2022,4,Apr,Saturday,2,18-25
Ord-10637,2022-08-01 08:00:00,53,Male,Brazil,Sports,52.65,11,0.0,Paypal,Completed,4,579.15,2022,8,Aug,Monday,3,46-55
Ord-10146,2022-02-18 16:00:00,43,Male,Canada,Clothing,172.28,10,0.02,Credit Card,Completed,5,1462.3449999999998,2022,2,Feb,Friday,1,36-45
Ord-10709,2022-08-25 08:00:00,61,Female,India,Toys,35.63,12,0.06,Credit Card,Completed,4,401.91,2022,8,Aug,Thursday,3,56-70
Ord-10890,2022-10-24 16:00:00,68,Male,Brazil,Electronics,80.02,8,0.07,Debit Card,Completed,3,595.35,2022,10,Oct,Monday,4,56-70
Ord-10113,2022-02-07 16:00:00,25,Female,Australia,Beauty,116.95,4,0.06,Bank Transfer,Cancelled,4,439.73,2022,2,Feb,Monday,1,18-25
Ord-10144,2022-02-18 00:00:00,18,Female,Canada,Beauty,155.78,5,0.18,Paypal,Completed,2,638.7,2022,2,Feb,Friday,1,18-25
Ord-10838,2022-10-07 08:00:00,27,Other,Brazil,Sports,37.91,13,0.24,Bank Transfer,Completed,5,374.55,2022,10,Oct,Friday,4,26-35
Ord-10904,2022-10-29 08:00:00,27,Male,Brazil,Toys,170.3,6,0.27,Debit Card,Completed,4,745.91,2022,10,Oct,Saturday,4,26-35
Ord-10518,2022-06-22 16:00:00,47,Male,Canada,Home & Garden,115.64,13,0.28,Debit Card,Completed,4,1082.39,2022,6,Jun,Wednesday,2,46-55
Ord-10525,2022-06-25 00:00:00,43,Other,Usa,Toys,38.97,2,0.12,Bank Transfer,Completed,4,68.59,2022,6,Jun,Saturday,2,36-45
Ord-10530,2022-06-26 16:00:00,50,Female,Usa,Books,176.33,7,0.02,Paypal,Completed,3,1209.62,2022,6,Jun,Sunday,2,46-55
Ord-10778,2022-09-17 08:00:00,54,Other,Canada,Electronics,143.61,5,0.01,Credit Card,Pending,4,710.87,2022,9,Sep,Saturday,3,46-55
Ord-11134,2023-01-14 00:00:00,61,Female,Uk,Books,22.25,12,0.07,Credit Card,Completed,5,248.31,2023,1,Jan,Saturday,1,56-70
Ord-10369,2022-05-04 00:00:00,36,Male,Brazil,Sports,111.31,11,0.25,Bank Transfer,Completed,4,918.31,2022,5,May,Wednesday,2,36-45
Ord-10864,2022-10-16 00:00:00,18,Female,Usa,Electronics,37.47,13,0.08,Paypal,Completed,2,448.14,2022,10,Oct,Sunday,4,18-25
Ord-10512,2022-06-20 16:00:00,46,Other,Canada,Toys,107.38,4,0.36,Credit Card,Completed,5,274.89,2022,6,Jun,Monday,2,46-55
Ord-10201,2022-03-09 00:00:00,25,Female,France,Clothing,39.94,6,0.37,Debit Card,Pending,5,150.97,2022,3,Mar,Wednesday,1,18-25
Ord-10407,2022-05-16 16:00:00,39,Male,Brazil,Electronics,196.49,3,0.39,Credit Card,Pending,4,359.58,2022,5,May,Monday,2,36-45
Ord-11066,2022-12-22 08:00:00,23,Female,France,Clothing,29.17,1,0.24,Bank Transfer,Refunded,1,22.17,2022,12,Dec,Thursday,4,18-25
Ord-10926,2022-11-05 16:00:00,25,Male,Australia,Sports,220.92,12,0.12,Credit Card,Completed,4,1462.3449999999998,2022,11,Nov,Saturday,4,18-25
Ord-10143,2022-02-17 16:00:00,20,Female,Brazil,Food & Beverage,111.52,2,0.07,Paypal,Completed,4,207.43,2022,2,Feb,Thursday,1,18-25
Ord-10654,2022-08-07 00:00:00,42,Other,Australia,Sports,67.11,12,0.36,Paypal,Completed,5,515.4,2022,8,Aug,Sunday,3,36-45
Ord-10199,2022-03-08 08:00:00,56,Female,Canada,Books,122.89,14,0.12,Debit Card,Completed,5,1462.3449999999998,2022,3,Mar,Tuesday,1,56-70
Ord-10675,2022-08-14 00:00:00,26,Other,Australia,Sports,64.01,2,0.19,Crypto,Cancelled,5,103.7,2022,8,Aug,Sunday,3,26-35
Ord-11182,2023-01-30 00:00:00,19,Male,India,Sports,85.96,8,0.14,Crypto,Refunded,1,591.4,2023,1,Jan,Monday,1,18-25
Ord-10672,2022-08-13 00:00:00,35,Other,Germany,Books,249.85750000000002,4,0.15,Paypal,Completed,5,1000.42,2022,8,Aug,Saturday,3,26-35
Ord-10299,2022-04-10 16:00:00,54,Other,Uk,Sports,9.33,2,0.22,Bank Transfer,Refunded,4,14.55,2022,4,Apr,Sunday,2,46-55
Ord-10942,2022-11-11 00:00:00,35,Other,Australia,Toys,11.67,1,0.08,Bank Transfer,Completed,4,10.74,2022,11,Nov,Friday,4,26-35
Ord-10213,2022-03-13 00:00:00,41,Male,Canada,Beauty,45.42,10,0.1,Paypal,Pending,4,408.78,2022,3,Mar,Sunday,1,36-45
